Site_ID,Site_Type,Site_Name,State,Latitude,Longitude,Lat_Long_Datum,Lat_Long_Source,Elevation_in_Meters,Elevation_Source,Degree_of_Development_Surrounding_Site,Landscape_Description,Proximity_to_Road,Proximity_to_Permanent_Water,Area_of_Site,Type_of_Forest_at_Site,Presence_of_Slope,Location_Relative_to_Slope,Slope_Aspect,Presence_of_Domesticated_Cats,Presence_of_Domesticated_Dogs,Presence_of_Domesticated_Animals,Presence_of_Garden,Presence_of_Bird_Feeder,Presence_of_Nesting_Box,Presence_of_Fruit,Presence_of_Birdbath,Presence_of_Other_Features_Designed_to_Attract_Animals,Site_Comments,Site_Registration_Date
8640,Personal,Fenn Farm,VT,43.430897,-72.788094,WGS84,Google Maps,544,Auto-USGS-WebService,Rural,"Agricultural field, cropland or pasture",1 mi,0.5 mi,3 ac,,,,,,,,-1,,,,,,Home,2012-05-06
8675,Personal,Yellow Mills Rd - Palmyra,NY,43.051842,-77.256432,WGS84,Google Maps,157,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",75 ft,0.75 mi,0.69 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",On the top of the slope or on a ridge,North,,1,,1,1,1,,1,,,2012-05-09
8709,Personal,Cabin Property,WI,46.282703,-91.542923,WGS84,Google Maps,346,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,150 ft,150 ft,45000 ft2,,,,,,,,-1,,,,,,,2012-05-16
8715,Personal,my front yard,ME,43.522804,-70.802277,WGS84,Google Maps,207,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",25 ft,250 ft,1 ac,,,,,,,,-1,,,,,,,2012-05-19
8717,Group,Park HQ Vernal Pool,ME,44.370987,-68.257896,WGS84,Google Maps,124,Auto-USGS-WebService,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),0.25 mi,0.25 mi,800 ft2,"Mostly evergreen trees (for example, pine or live oak)","No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,2012-05-21
8733,Group,SDM Jessup-Hemlock,ME,44.365051,-68.206253,WGS84,Google Maps,16,Auto-USGS-WebService,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),0.2 mi,0.6 mi,100 ft2,,,,,,,,-1,,,,,,"North of Sieur de Monts, follow the Jessup trail to end of the boardwalk where it meets the Hemlock Path.  This site sits at the trail junction.",2012-05-25
8767,Personal,Back yard/woods,ME,44.872093,-68.779373,WGS84,Google Maps,71,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2012-06-04
8805,Personal,House,VT,43.738449,-72.523514,WGS84,Google Maps,435,Auto-USGS-WebService,Rural,Forest or woodland,500 yd,100 yd,10 m2,,,,,,,,-1,,,,,,,2012-06-18
8806,Group,GRSM-Tremont-Nature Trail ,TN,35.640625,-83.689034,WGS84,Google Maps,405,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,75 ft,350 ft,1000 m2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,Northwest,,,,0,,,,,,"Nature trail is the most used plot with respect to student, teacher, and park visitor groups. It is heavily used by other traffic because it is located close to the residence/dining hall.",2012-06-19
8836,Group,GRSM-Sugarlands Nature Trail,TN,35.686604,-83.537605,User,User,440,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,450 ft,500 ft,1500 ft2,,,,,,,,-1,,,,,,Linear plot with a high traffic trail used for various interpretive walks,2012-06-27
8897,Group,GRSM-Twin Creeks 2 ,TN,35.688396,-83.501266,,,582,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,,,,,,,,,,,-1,,,,,,,2012-07-13
8898,Group,GRSM-Twin Creeks Nature Trail,TN,35.688751,-83.501083,,,581,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,265 ft,850 ft,1000 m2,,,,,,,,-1,,,,,,,2012-07-13
8899,Group,GRSM-Newfound Gap,NC,35.610474,-83.423431,,,1529,User,Wildlands or semi-wildlands,Forest or woodland,400 ft,3000 ft,,,,,,,,,-1,,,,,,Linear plot,2012-07-13
8902,Group,GRSM-Mingus Mill,NC,35.520927,-83.309875,User,User,634,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,,,,,,,,,,,-1,,,,,,,2012-07-13
8903,Group,GRSM-Deep creek ,NC,35.463467,-83.433441,User,User,568,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2012-07-13
8904,Group,GRSM-OVC,NC,35.510715,-83.303322,,,612,User,Wildlands or semi-wildlands,Forest or woodland,,,,,,,,,,,-1,,,,,,,2012-07-13
8921,Group,SNARL,CA,37.613838,-118.832924,WGS84,Google Maps,2163,Auto-USGS-WebService,Rural,"Shrubland, shrub thicket or shrubby field (with few tall trees)",1 ft,50 ft,55 ac,,,,,,,,-1,,,,,,Located west of highway 395 at the end of Mt. Morrison Road. Convict Creek runs through the property in 2 different channels.,2012-07-15
8944,Personal,Home,MD,39.394035,-77.024651,WGS84,Google Maps,176,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",150 ft,2 mi,1.8 ac,,,,,,,,-1,,,,,,,2012-07-20
8947,Personal,Powhite Park,VA,37.521179,-77.52739,WGS84,Google Maps,41,Auto-USGS-WebService,Suburban,Forested wetland (such as swamp or mangrove),300 yd,50 yd,,,,,,,,,-1,,,,,,Nice Natural Park.HillsWetlandsForest,2012-07-20
8981,Group,GRSM-Greenbrier,TN,35.729073,-83.406631,User,User,439,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,335 ft,15 ft,1000 m2,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2012-07-27
8987,Group,MDOW4,CA,37.631523,-118.997314,WGS84,Google Maps,2488,Auto-USGS-WebService,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",500 yd,1 mi,1 ft2,Other (please describe in comments box),"Yes, and the site is...",,South,,,,0,,,,,,Aspen and pine,2012-07-28
8988,Group,MDOW5,CA,37.631134,-118.995834,WGS84,Google Maps,2467,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,1 mi,50 yd,1 sqyd,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northeast,,,,0,,,,,,,2012-07-28
8989,Group,MDOW6,CA,37.630936,-118.994743,WGS84,Google Maps,2455,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,1 mi,50 ft,1 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,2012-07-28
8998,Personal,Cardinal Grove,NC,35.848007,-78.551338,WGS84,Google Maps,75,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",25 ft,0.2 mi,0.25 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,1,,1,,,,,,,2012-07-31
9044,Group,Intervale Lowlands Phenology Trail,NY,44.272942,-73.947464,WGS84,Google Maps,500,Auto-USGS-WebService,Wildlands or semi-wildlands,"Grassland, meadow or tundra",100 ft,100 ft,160 ac,,,,,,,,-1,,,,,,"Intervale Lowlands is a 160 acre nature preserve in Lake Placid, NY along the West Branch of the Ausable River. In collaboration with the Wildlife Conservation Society and Adirondack Research and Consulting, scientists are developing a climate-informed management strategy tailored to Intervale Lowlands Nature Preserve. The strategy will identify ways to help habitat and species adapt to ecosystem changes that are likely influenced by a changing climate.",2012-08-28
9052,Group,University of Wisconsin - Platteville,WI,42.73381,-90.48497,WGS84,Google Maps,298,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",3 ft,4 mi,,,,,,,,,-1,,,,,,,2012-08-30
9059,Personal,Hofstra University,NY,40.713261,-73.622475,WGS84,Google Maps,17,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",25 ft,1000 ft,,,,,,,,,-1,,,,,,This is a suburban college campus,2012-09-06
9064,Personal,Ashokan Center Riparian Woodland Trail,NY,41.931305,-74.199905,WGS84,Google Maps,156,Auto-USGS-WebService,Rural,,5 ft,3 ft,300 ft2,,,,,,,,-1,,,,,,This area is along a small lake near the main buildings on our large campus. This area will experience water releases from a reservoir and plants may be flooded more often than a normal flood regime,2012-09-09
9083,Group,Lisburn Road (PA),PA,40.178272,-77.116959,WGS84,Google Maps,158,Auto-USGS-WebService,Suburban,Forest or woodland,0.5 mi,1.1 mi,16000 ft2,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,0,,,,,,There are five trees of two different species established for monitoring at this site.,2012-09-14
9086,Group,McAfee Knob Parking (VA),VA,37.381329,-80.088806,WGS84,Google Maps,613,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,300 ft,6.5 mi,6000 ft2,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,,,,,-1,,,,,,,2012-09-17
9088,Personal,My Yard,AL,34.291664,-85.63031,WGS84,Google Maps,195,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",300 ft,2 mi,2 ac,,,,,,,,-1,,,,,,,2012-09-18
9124,Personal,Woodstock Union Middle and High School,VT,43.6133,-72.54509,WGS84,Google Maps,218,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 yd,100 yd,5 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2012-09-20
9175,Group,Square Ledge (SQL1),NH,44.255665,-71.250465,WGS84,Google Maps,631,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.1 mi,0.1 mi,100 sqyd,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northwest,,,,-1,,,,,,Located where ski trail meets square ledge trail,2012-09-27
9338,Group,GRSM-Tremont-Lagoons,TN,35.642117,-83.692589,WGS84,Google Maps,398,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,15 yd,0 ft,315 m2,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,This plot is located in riparian forest on the eastern bank of the Middle Prong River.  The road is on the other side of the river.,2012-11-27
9339,Group,GRSM-Tremont-West Prong,TN,35.637402,-83.698807,WGS84,Google Maps,594,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.5 mi,0.5 mi,1170 m2,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,North,,,,0,,,,,,"This plot is on the West Prong trail about a 15 minute walk from the trailhead in a cove with an ephemeral creek running through it.  The creek runs North, and there are slopes ascending on either side of the creekbed.",2012-11-27
9340,Group,GRSM-Tremont-Marcs Trail,TN,35.642353,-83.687431,WGS84,Google Maps,510,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.5 mi,0.5 mi,190 m2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",,Southwest,,,,0,,,,,,This plot is on a dry pine/oak forest slope.  There are a few American Chestnut trees within the plot.,2012-11-27
9341,Group,GRSM-Tremont-Falls Trail,TN,35.639874,-83.687721,WGS84,Google Maps,444,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.2 mi,0.3 mi,625 m2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,Southwest,,,,-1,,,,,,"This plot is located within old growth forest just above Tremont's campus, near the junction of the Marc's trail and Spruce Flats Falls trail.",2012-11-27
9342,Group,GRSM-Tremont-Lumber Ridge,TN,35.644516,-83.68988,WGS84,Google Maps,512,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.5 mi,0.5 mi,414 m2,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,"This plot is located on a ridgetop within xeric forest, along the Lumber Ridge trail.",2012-11-27
9343,Group,GRSM-Tremont-Dorsey Branch,TN,35.642799,-83.695915,WGS84,Google Maps,423,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.3 mi,0 ft,630 m2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northeast,,,,0,,,,,,"This plot is located on the Dorsey Trail and straddles Dorsey Creek, which flows into the Middle Prong river.  The plot has two subplots, one upstream and one downstream.  ",2012-11-27
9344,Group,GRSM-Tremont-Cemetery,TN,35.640373,-83.692863,WGS84,Google Maps,435,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.2 mi,0.2 mi,572 m2,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,Northeast,,,,0,,,,,,"This plot is situated on an ephemeral creek (Loan Branch) that drains into the Middle Prong river.  It is on the Cemetery trail, which passes the Walker Cemetery, and is near the junction with the West Prong trail.  ",2012-11-27
9368,Personal,my front yard,NY,43.373749,-73.782425,WGS84,Google Maps,243,Auto-USGS-WebService,Rural,Forest or woodland,100 ft,1 mi,6 ac,,,,,,,,-1,,,,,,,2012-12-10
9416,Personal,Lakefront,FL,29.619852,-81.892838,WGS84,Google Maps,21,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,10 ft,5 ac,,,,,,,,-1,,,,,,,2013-01-07
9470,Personal,Homestead,WI,45.539204,-92.270836,WGS84,Google Maps,365,Auto-USGS-WebService,Rural,Other (please describe in comments box),1500 ft,1 mi,79 ac,,,,,,,,-1,,,,,,"Diverse mixed hardwood w/ white pine forest (20ac); Pasture and hay fields, sandy loam soils; active forest succession along margins of fields; adjacent to 2,500 acres forested federal Indian land.",2013-01-24
9482,Personal,Montana Audubon Conservation Education Center,MT,45.743057,-108.539398,WGS84,Google Maps,959,Auto-USGS-WebService,Suburban,Other (please describe in comments box),200 yd,450 yd,54 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,,1,,feral cats,1,1,1,,1,,"It is a reclaimed gravel pit that is still being restored.  Over 85,000 trees and shrubs have been planted.  It also includes 10 acres of ponds",2013-01-29
9503,Personal,VT Campus,VA,37.233208,-80.424484,WGS84,Google Maps,622,Auto-USGS-WebService,Rural,Other (please describe in comments box),20 ft,0.5 mi,800 ac,,,,,,,,-1,,,,,,Campus of large state university.  Distance to road is the approximate distance of nearest road to plants I am observing. Area of site is approximate area of central university campus; the total acreage is larger.,2013-01-31
9506,Group,Florida State University Main Campus,FL,30.445242,-84.306419,WGS84,Google Maps,21,Auto-USGS-WebService,Other (please describe in comments box),"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,1 mi,451.6 ac,,,,,,,,-1,,,,,,This is a university campus,2013-02-01
9518,Group,Silk Farm Wildlife Sanctuary,NH,43.178947,-71.573128,WGS84,Google Maps,124,Auto-USGS-WebService,Other (please describe in comments box),Forest or woodland,150 ft,1500 ft,9 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,1,1,1,1,,,"The site itself is surrounded by wildlands, but in close proximity to a city and suburban areas.",2013-02-04
9523,Personal,CalCts along McMillan Rd.,SC,34.676266,-82.829681,WGS84,Google Maps,227,Auto-USGS-WebService,Other (please describe in comments box),"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",2 ft,2 mi,7 ft2,,,,,,,,-1,,,,,,University campus.  This location in particular is just along a sidewalk running along a minor arterial road outside on-campus apartment-style student housing.  The road is a major entryway into the campus core.,2013-02-04
9544,Personal, Burrus Hall,VA,37.228672,-80.424004,WGS84,Google Maps,627,Auto-USGS-WebService,,,,,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Next to Burrus Hall,2013-02-06
9547,Personal,red maple,VA,37.226284,-80.421921,WGS84,,2050,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,1 mi,,,,,,,,,,,,,,,,2013-02-07
9568,Personal,Virginia Tech campus,VA,37.229572,-80.41394,WGS84,Google Maps,631,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2013-02-09
9569,Personal,Lee Hall Virginia Tech,VA,37.224567,-80.418678,WGS84,Google Maps,634,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,,,,,,,-1,,,,,,,2013-02-10
9576,Personal,Red Maple,VA,37.230083,-80.419617,WGS84,Google Maps,633,Auto-USGS-WebService,,,,,,"Mostly deciduous trees (for example, maple or larch)",,,,,,,,,,,,,,2013-02-12
9590,Personal,REd Maple VT,VA,37.229729,-80.420204,WGS84,Google Maps,633,Auto-USGS-WebService,Suburban,"Pavement (such as asphalt, concrete, brick)",3 ft,1 mi,10 ft2,,,,,,,,-1,,,,,,,2013-02-12
9592,Personal,home,KY,37.525387,-84.99855,WGS84,Google Maps,258,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",20 ft,500 yd,2500 ft2,,,,,,,,-1,,,,,,This is the mostly cleared area by our home and other buildings.,2013-02-13
9610,Personal,woods,WI,43.804306,-90.464005,WGS84,Google Maps,406,Auto-USGS-WebService,Rural,Forest or woodland,200 ft,700 ft,10 ac,,,,,,,,-1,,,,,,,2013-02-13
9612,Personal,Home,WA,45.747269,-122.568748,WGS84,Google Maps,86,Auto-USGS-WebService,Rural,Other (please describe in comments box),50 yd,1 mi,5.25 ac,,,,,,,,-1,,,,,,"Lawn, field with scattered trees, and wintertime ponds.",2013-02-13
9613,Personal,Fig Lake Forest,MN,46.799744,-96.121979,WGS84,Google Maps,435,Auto-USGS-WebService,Rural,Other (please describe in comments box),1000 ft,0.2 mi,1 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,Northeast,,,,0,,1,,,,"Native deciduous hardwood woodland.  Dominant tree species include sugar maple, red oak, quaking aspen, bigtooth aspen, American linden and green ash. This site is associated with CoCoRaHS (Community Collaborative Rain, Hail and Snow network) station number MN-BK-6.",2013-02-14
9646,Personal,Back yard and pond,MI,42.481167,-84.005074,WGS84,Google Maps,274,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,50 yd,15 ft,5 ac,,,,,,,,-1,,,,,,,2013-02-17
9650,Personal,Virginia Tech Drillfield,VA,37.22773,-80.420532,WGS84,Google Maps,621,Auto-USGS-WebService,Suburban,Other (please describe in comments box),15 ft,300 ft,200 ft2,,,,,,,,-1,,,,,,"Open field, surrounded by buildings. ",2013-02-19
9667,Personal,Torgersen Hall Maple,VA,37.230103,-80.419601,WGS84,Google Maps,634,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",3 ft,5 mi,30 ft2,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,Northwest,,,,-1,,,,,,,2013-02-20
